input,answer,predict,bleu
"8 歳 くらい まで は 色々 何 か おっかない よう な 感じ が し たり する 
","['あー \r\n', 'そう です ね \r\n', 'はい そう です ね \r\n', 'あー \r\n', 'あ そう な ん です か \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n']","[2.0007376644576486e-232, 2.0007376644576486e-232, 2.0007376644576486e-232, 2.0007376644576486e-232, 2.0007376644576486e-232]"
"8 歳 くらい まで は 色々 何 か おっかない よう な 感じ が し たり する こと も 
","['小さい から \r\n', 'うーん \r\n', 'そう です よ ね \r\n', 'あー そう か も しれ ない です ね ー うーん \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n']","[2.181523682334486e-232, 2.181523682334486e-232, 2.181523682334486e-232, 2.181523682334486e-232]"
"8 歳 くらい まで は 色々 何 か おっかない よう な 感じ が し たり する こと も あり まし た けれど も 
","['はい あり まし た あり まし た \r\n', 'そう です よ ね \r\n', 'そう です ね \r\n', 'えー ええ \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n']","[0.0, 0.0, 0.0, 0.0]"
"あ 
","['ええ はい あと は うん はい \r\n', 'うーん 映画 鑑賞 \r\n', 'うん うーん なん でしょう か ね \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.1689770221286031e-231, 1.1689770221286031e-231, 1.1689770221286031e-231]"
"あ それ は 
","['難しい か も しれ ない \r\n', '進行 \r\n']","['はい はい \r\n', 'はい はい \r\n']","[5.2591759476231526e-232, 5.2591759476231526e-232]"
"あ それ は ちょっと 
",['うーん \r\n'],['あ そう な ん です ね \r\n'],[0.0]
"あ それ は ちょっと わたくし 
","['そう です よ ねー \r\n', 'へ へっ そう です ね \r\n']","['あ そう な ん です か \r\n', 'あ そう な ん です か \r\n']","[1.0859379566516484e-231, 1.0859379566516484e-231]"
"あ コピーライ コピーライター と 
","['うーん \r\n', 'あ コピーライター \r\n']","['うーん \r\n', 'うーん \r\n']","[0.0, 0.0]"
"あ コピーライ コピーライター と いう 称さ れる 言葉 が 知っ た 
",['うーん \r\n'],['はー \r\n'],[0.0]
"あ コピーライ コピーライター と いう 称さ れる 言葉 が 知っ た 時 に 
",['はあ \r\n'],['はー \r\n'],[0.0]
"あ コンビニ を おー 二 つ ばかり 
","['二 つ も です か \r\n', 'はい あ \r\n', 'あ へ へっ ちょっと 道草 を し て \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[1.266311298544561e-231, 1.266311298544561e-231, 1.266311298544561e-231]"
"あ 九死 に 一生 を かけ た 
",['うーん \r\n'],['あー そう な ん です か \r\n'],[0.0]
"あ 九死 に 一生 を かけ た 方 が 
",['あ \r\n'],['あ \r\n'],[1.821831989445342e-231]
"あ 九死 に 一生 を かけ た 方 が お 戻り に なっ て 
","['そう です か \r\n', 'あっ あー \r\n', 'あー \r\n', 'はい \r\n']","['あ \r\n', 'あ \r\n', 'あ \r\n', 'あ \r\n']","[0.0, 0.0, 0.0, 0.0]"
"あ 九死 に 一生 を かけ た 方 が お 戻り に なっ て 生活 し て いる 
","['あ 良かっ た です \r\n', 'あー そう です か \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.331960397810445e-231, 1.331960397810445e-231]"
"あ 九死 に 一生 を かけ た 方 が お 戻り に なっ て 生活 し て いる こと も 
",['あー \r\n'],['あー \r\n'],[0.0]
"あ 九死 に 一生 を かけ た 方 が お 戻り に なっ て 生活 し て いる こと も 嬉しかっ た 
","['うーん \r\n', 'やー 凄い \r\n', 'うーん \r\n', 'あー \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[3.829929972798098e-232, 3.829929972798098e-232, 3.829929972798098e-232, 3.829929972798098e-232]"
"あ 九死 に 一生 を かけ た 方 が お 戻り に なっ て 生活 し て いる こと も 嬉しかっ た こと です ね 
","['あ そう です よ ね ええ \r\n', 'そー です かー お 友達 はい \r\n', 'あー ねー \r\n', 'うーん そう な ん です ね \r\n', '良かっ た です ね \r\n', '良かっ た です ね うん うん \r\n', 'そう です ね \r\n', 'あー はい \r\n', 'はい 嬉しい です ね \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.2322712742853775e-231, 1.2322712742853775e-231, 1.2322712742853775e-231, 1.2322712742853775e-231, 1.2322712742853775e-231, 1.2322712742853775e-231, 1.2322712742853775e-231, 1.2322712742853775e-231, 1.2322712742853775e-231]"
"あ 好き で 
",['立派 です \r\n'],['あ \r\n'],[0.0]
"あ 好き で あのー 
",['はあ お 好き な ん です ね \r\n'],['あ \r\n'],[0.0]
"あ 私 達 じゃ ない 
",['あっ \r\n'],['はー \r\n'],[0.0]
"あ 私 達 じゃ ない 私 は 
","['あははは \r\n', 'ふっふっ \r\n']","['うーん \r\n', 'うーん \r\n']","[0.0, 0.0]"
"あ 私 達 じゃ ない 私 は 雪国 育ち な の で 
","['ええ あはっ は \r\n', 'そう です はい \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.3013127195399178e-231, 1.3013127195399178e-231]"
"あ 言っ て くれ た 
","['あー ゆっ て くれ た \r\n', '素晴らしい \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[5.2591759476231526e-232, 5.2591759476231526e-232]"
"あ 言っ て くれ た こと って 
",['あーん \r\n'],['あー \r\n'],[0.0]
"あ 言っ て くれ た こと って いう の が 一番 の 
","['はーい 宝 も ん です よ ねー \r\n', 'うーん \r\n']","['うーん \r\n', 'うーん \r\n']","[4.797251527576316e-232, 4.797251527576316e-232]"
"あう なる 
",['なれ たら いい な って \r\n'],['あー そう な ん です ね \r\n'],[1.2508498911928379e-231]
"あう なる こと が でき たら 
","['ええ なれ たら いい です よ ねー \r\n', 'そう です \r\n', 'そう です \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n']","[0.0, 0.0, 0.0]"
"あう なる こと が でき たら それ が いい ん で は ない か な と 
","['うーん \r\n', 'そう です それ \r\n', 'そう です ねー \r\n', 'そう です よ ね \r\n', 'はあ そう です ね \r\n', 'いい です よ ねー \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.0367710799791161e-231, 1.0367710799791161e-231, 1.0367710799791161e-231, 1.0367710799791161e-231, 1.0367710799791161e-231, 1.0367710799791161e-231]"
"あう なる こと が でき たら それ が いい ん で は ない か な と 思っ たり し て おり ます 
","['うん そう です よ ね \r\n', 'はい ほんと です ね \r\n', 'はい はい \r\n', 'はい そう な ん です ね \r\n', '一番 いい こと です ええ はい \r\n', 'そう です はい はい \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.1655229752694972e-231, 1.1655229752694972e-231, 1.1655229752694972e-231, 1.1655229752694972e-231, 1.1655229752694972e-231, 1.1655229752694972e-231]"
"あきらめ て い まし た の で 
","['うーん うん 2 か月 たっ てる から \r\n', 'そう です よ ね \r\n', 'あー はい はい はい はい \r\n', 'あー \r\n', 'えー 諦め てらし た ん です か \r\n', 'そう です よ ね \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[9.190124260675472e-232, 9.190124260675472e-232, 9.190124260675472e-232, 9.190124260675472e-232, 9.190124260675472e-232, 9.190124260675472e-232]"
"あげ たい と 言っ て 
","['あー そう です かー \r\n', 'へー \r\n', 'そー です かー \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[9.20762081311041e-232, 9.20762081311041e-232, 9.20762081311041e-232]"
"あげ られる 
",['る \r\n'],['あー \r\n'],[0.0]
"あげ られる 自分 で 最後 まで 元気 で い たい です 
","['そう です よ ねー \r\n', 'あー で も すごい いい こと です よ ねー 素晴らしい こと \r\n', 'あ 素晴らしい です ね \r\n', 'あー はい そう です ね \r\n', 'はー そう です か \r\n', 'そう です ね \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[1.2315225971912706e-231, 1.2315225971912706e-231, 1.2315225971912706e-231, 1.2315225971912706e-231, 1.2315225971912706e-231, 1.2315225971912706e-231]"
"あげる よう に と 
","['うーん \r\n', 'えー \r\n', 'そう な ん です か \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n']","[0.0, 0.0, 0.0]"
"あげる よう に と 思っ て 
",['楽しい です よ ね \r\n'],['あー \r\n'],[0.0]
"あげる よう に と 思っ て あっち 動かし たり こっち 動かし たり し ながら 
","['手 を かけ て \r\n', 'ああ はい \r\n', 'あはっ あー そう な ん です ね \r\n', 'あー はい はい はい \r\n', 'あー \r\n', 'ええ \r\n', 'うーん ええ \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[9.167205734182038e-232, 9.167205734182038e-232, 9.167205734182038e-232, 9.167205734182038e-232, 9.167205734182038e-232, 9.167205734182038e-232, 9.167205734182038e-232]"
"あげる よう に と 思っ て あっち 動かし たり こっち 動かし たり し ながら そのー 鉢 
","['そう か \r\n', 'やっ て みえる の ね うん うん うん \r\n']","['はい あ そう な ん です ね \r\n', 'はい あ そう な ん です ね \r\n']","[1.2425903145239277e-231, 1.2425903145239277e-231]"
"あたくし の 住まい が 
",['はい お 住まい は \r\n'],['はー \r\n'],[1.1200407237786664e-231]
"あたくし の 住まい が 渋谷 区 の 代々木 上原 な ん です ね 
","['はい 代々木 上原 \r\n', 'はい 代々木 上原 な ん です ね \r\n', 'あ 代々木 上原 はい \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[1.1699143945210927e-231, 1.1699143945210927e-231, 1.1699143945210927e-231]"
"あたくし は 
","['ええ \r\n', 'ふーん \r\n']","['はー \r\n', 'はー \r\n']","[0.0, 0.0]"
"あたし は 娘 に 
",['なるほど \r\n'],['うーん \r\n'],[0.0]
"あたし は 娘 に 感謝 し て い ます 
","['ほんと 親 孝行 です ね \r\n', 'は ええ そう です か \r\n', 'そう な ん です ね \r\n', 'はい そう 思い ます \r\n', '凄い はい \r\n', 'あー \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.0490897256242278e-231, 1.0490897256242278e-231, 1.0490897256242278e-231, 1.0490897256242278e-231, 1.0490897256242278e-231, 1.0490897256242278e-231]"
"あたら 何 か 仕事 が を 
",['うん 行っ て おら れる \r\n'],['あー \r\n'],[0.0]
"あたら 何 か 仕事 が を し たい と いう こと で 登録 を し て おり まし て 
","['あ 登録 さ れ た ん です ね \r\n', 'あ はい \r\n', 'あ 登録 さ れ た ん です ね \r\n', 'あっ そー な ん です ねー \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[1.2067073286652063e-231, 1.2067073286652063e-231, 1.2067073286652063e-231, 1.2067073286652063e-231]"
"あたる こと も あり まし た けれど も 、 
","['ええ \r\n', 'えー \r\n', 'わぁ \r\n', 'ああ ああ ええ ええ \r\n']","['あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n', 'あー はい はい \r\n']","[2.800101809446666e-232, 2.800101809446666e-232, 2.800101809446666e-232, 2.800101809446666e-232]"
"あたる こと も あり まし た けれど も 、 百 メートル 
","['それ は ちょっと \r\n', 'あー 危ない \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
"あたる ん です けれど も 
","['はー はい はい はい \r\n', 'ああ はい \r\n']","['あ そう な ん です か \r\n', 'あ そう な ん です か \r\n']","[1.2337803704681769e-231, 1.2337803704681769e-231]"
"あっ 
","['あ 今 しょうが \r\n', 'おー \r\n']","['あ \r\n', 'あ \r\n']","[6.091662401187849e-232, 6.091662401187849e-232]"
"あっ えー 
",['うん うん あり まし た \r\n'],['あー そう な ん です ね \r\n'],[1.0518351895246305e-231]
"あっ えー 自宅 は 
",['小学 生 はい \r\n'],['そう です よ ね うん うん \r\n'],[1.2183324802375697e-231]
"あっ えー 自宅 は あー 小 学校 の あー 生まれ た ところ は 
",['生まれ た ところ は \r\n'],['あー \r\n'],[0.0]
"あっ それ は ちょっと 
",['もったい ない です \r\n'],['あ そう な ん です ね \r\n'],[1.1640469867513693e-231]
"あっ それ は ちょっと 大き すぎ ます ね ちいちゃい 頃 です ね ちいちゃい 
",['あはははっ は \r\n'],['あー はい \r\n'],[1.5319719891192393e-231]
"あっ て 
",['あ ええ \r\n'],['あ \r\n'],[1.384292958842266e-231]
"あっ もう 出 たら 若松町 方面 に あのー 出口 出る ん だ な っと 思っ て そい で 左 に 行っ て それ から あのー 
","['あはは \r\n', 'えへっ \r\n', 'そう です \r\n', 'はい あはっ はい \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.0382197191316995e-231, 1.0382197191316995e-231, 1.0382197191316995e-231, 1.0382197191316995e-231]"
"あっ 行く わ よ って いう 
",['あー \r\n'],['あー \r\n'],[0.0]
"あっ 行く わ よ って いう 返事 を 
","['あ \r\n', 'はー そう な ん です ね \r\n', 'あははは \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.524591112742593e-231, 1.524591112742593e-231, 1.524591112742593e-231]"
"あっ 行く わ よ って いう 返事 を いただい た の で 
",['あー あ そう な ん です ね \r\n'],['あー そう な ん です か \r\n'],[1.3568676344828118e-231]
"あと 
","['あと は \r\n', '塗り絵 ゴム 飛び 缶蹴り \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.2337803704681769e-231, 1.2337803704681769e-231]"
"あと あー 
",['ほか に も 趣味 が \r\n'],['あー そう な ん です か \r\n'],[1.0518351895246305e-231]
"あと なんせ イギリス の 
",['あっ \r\n'],['はー \r\n'],[0.0]
